headline,abstract,desk,locations,word_count,snippet,source,subjects,url,section,date,type,id
The Embassy Bombings Trial,Editorial says terrorism trial of foue defendants charged in bombings of US embassies in Kenya and Tanzania in 1998 presents an extraordinary challenge to impartial administration of justice in US; says prosecutors and court bear special obligation to insure that case is handled fairly and in full compliance with rights that must be accorded to every defendant in criminal case (M),Editorial Desk,"[u'NAIROBI (KENYA)', u'KENYA', u'TANZANIA', u'DAR ES SALAAM (TANZANIA)']",573,The terrorism trial that opened yesterday in Federal District Court in Manhattan presents an extraordinary challenge to the impartial administration of justice in the United States. The four defendants are accused of participating in a homicidal...,The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'BOMBS AND EXPLOSIVES', u'UNITED STATES FOREIGN SERVICE', u'EDITORIALS', u'BIOGRAPHICAL INFORMATION', u'TERRORISM']",http://www.nytimes.com/2001/02/06/opinion/the-embassy-bombings-trial.html,Opinion,2001-02-06,Editorial,4fd21e558eb7c8105d7a017f
Suspect Admits Helping Make Embassy Bomb,"Trial of four defendants in in 1998 bombing of American embassies in Kenya and Tanzania, begins before Judge Leonard B Sand in Federal Dist Court, Manhattan, amid heavy security; Jeremy Schneider, lawyer for 27-year-old Tanzanian defendant Khalfan Khamis Mohamed, admits in opening statement to packed courtroom that client was involved in making bomb, acting on orders of 'higher-ups' without knowing their identities or goals; says he was not aware of bomb target, timing of attack or that Americans might be victims; prosecutor Paul W Butler calls bombings, which killed 224 people and wounded thousands, major strike in ongoing terrorist plot carried out by violent worldwide group; suggests bombing was masterminded by Osama bin Laden, Saudi exile believed living in Afghanistan; opening statements by lawyers for three other defendants noted; court is filled to capacity with families of victims and other spectators (M)",Metropolitan Desk,"[u'NAIROBI (KENYA)', u'KENYA', u'TANZANIA', u'DAR ES SALAAM (TANZANIA)']",1224,A lawyer for a defendant who could face execution in the 1998 bombing of the American Embassy in Tanzania acknowledged yesterday for the first time that his client was involved in making the bomb.    The lawyer's startling admission came during...,The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'BOMBS AND EXPLOSIVES', u'UNITED STATES FOREIGN SERVICE', u'TERRORISM']",http://www.nytimes.com/2001/02/06/nyregion/suspect-admits-helping-make-embassy-bomb.html,Front Page; Washington; New York and Region,2001-02-06,News,4fd21e558eb7c8105d7a0174
NEWS SUMMARY,,Metropolitan Desk,[],1086,"INTERNATIONAL   A3-10    Sharon Easily Ousts Barak; Unity Coalition Unlikely  Ariel Sharon, the right-wing Likud leader, was elected Israel's prime minister by an overwhelming margin, defeating Prime Minister Ehud Barak. In conceding, Mr. Barak also...",The New York Times,[],http://www.nytimes.com/2001/02/07/nyregion/news-summary-800457.html,New York and Region,2001-02-07,Summary,4fd20f078eb7c8105d7812ac
Ex-Aide to bin Laden Describes Terror Campaign Aimed at U.S.,"Secret government witness emerges to tell hushed federal courtroom in Manhattan how he helped Saudi exile Osama bin Laden move money and arms to terrorist groups in Africa and Middle East as part of conspiracy aimed at US; Jamal Ahmed Al-Fadl testifies in trial of four men charged in conspiracy that included 1998 bombing of US Embassies in Kenya and Tanzania; tight security leads Judge Leonard B Sand to order courtroom artists not to sketch witness, previously unidentified; Al-Fadl says he was born in Sudan, came to US in 1986 on student visa, staying two years, mostly in Brooklyn, before going to Afghanistan to fight Soviet Union and then work for bin Laden; prosecutor has said Al-Fadl was caught stealing money from bin Laden, escaped and then offered information to US; he has been under protection for five years after pleading guilty to terrorism in secret proceeding; Al-Fadl identifies defendant Wadih El-Hage, reputed confidant of bin Laden, and says that as payroll aide he came to know salaries and aliases of others in network; details bin Laden's organization, global banking network and business fronts; describes bin Laden's enmity toward US for role in Somalia, cooperation with other terrorist groups like Hezbollah, and sending money to Chechnya fighters who were paid through local relief organization (M)",Metropolitan Desk,"[u'NAIROBI (KENYA)', u'KENYA', u'RUSSIA', u'TANZANIA', u'SOMALIA', u'AFRICA', u'DAR ES SALAAM (TANZANIA)', u'CHECHNYA (RUSSIA)', u'MIDDLE EAST', u'AFGHANISTAN']",1450,A secret government witness emerged yesterday to tell a hushed federal courtroom in Manhattan how he helped the Saudi exile Osama bin Laden move money and arms to terrorist groups in Africa and the Middle East as part of a conspiracy aimed at the...,The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'BOMBS AND EXPLOSIVES', u'UNITED STATES FOREIGN SERVICE', u'TERRORISM']",http://www.nytimes.com/2001/02/07/nyregion/ex-aide-to-bin-laden-describes-terror-campaign-aimed-at-us.html,Front Page; Washington; New York and Region,2001-02-07,News,4fd24eab8eb7c8105d7f0d45
"Taliban Seem to Be Making Good on Opium Ban, U.N. Says","Initial results from survey of opium-growing areas of Afghanistan indicate that Taliban may have succeeded in sharply reducing poppy crop; astonished UN narcotics-control officials report no major signs of cultivation this year in northern provinces; farmers tell inspectors they are trying to grow other crops; World Bank warns at same time that country faces major famine; UN appeals for help for 100,000 Afghans caught in bitter cold (S)",Foreign Desk,[u'AFGHANISTAN'],585,"Initial results from a survey of opium-growing areas of Afghanistan in recent days indicate that the Taliban may have succeeded in sharply reducing the annual poppy crop, astonished United Nations narcotics-control officials say.    Last year,...",The New York Times,"[u'AGRICULTURE', u'WEATHER', u'OPIUM', u'FAMINE', u'DRUG ABUSE AND TRAFFIC', u'POPPIES']",http://www.nytimes.com/2001/02/07/world/taliban-seem-to-be-making-good-on-opium-ban-un-says.html,World,2001-02-07,News,4fd242c48eb7c8105d7dc267
C.I.A. Chief Sees Russia Trying to Revive Its Challenge to U.S.,"Director of central intelligence, George J Tenet, gives Senate committee his annual review of global threats facing US, warning that Russia is using international trade in weapons and technology to improve relations with China, India and Iran while trying to revive its status as great power and challenge American influence; says nature and structure of anti-American terrorism has radically changed over last few years and is now dominated by independent and decentralized groops like Osama bin Laden's al-Qaeda; also warns of threats from proliferation of weapons of mass destruction in flashpoints like Korean peninsula and Iran (M)",Foreign Desk,"[u'RUSSIA', u'INDIA', u'IRAN', u'CHINA']",541,"Russia is using international trade in weapons and technology to improve relations with China, India and Iran while trying to revive its status as a great power and challenge United States influence, the director of central intelligence, George J....",The New York Times,"[u'ATOMIC WEAPONS', u'ARMS SALES ABROAD', u'UNITED STATES INTERNATIONAL RELATIONS', u'RUSSIA-INTERNATIONAL RELATIONS-US', u'TERRORISM']",http://www.nytimes.com/2001/02/08/world/cia-chief-sees-russia-trying-to-revive-its-challenge-to-us.html,World; Washington,2001-02-08,News,4fd20f048eb7c8105d781021
Jury Questionnaire Fills in a Few Blanks,"Court officials release questionaires given to 1,302 potential jury panelists in Federal District Court, Manhattan, as part of effort to select jury for trial of defendants accused of terrorist bombing of US embassies; basic sketch of panelists described (M)",Metropolitan Desk,"[u'NAIROBI (KENYA)', u'KENYA', u'TANZANIA', u'DAR ES SALAAM (TANZANIA)', u'AFGHANISTAN']",812,"They are bank tellers, retired track workers, accountants, book editors, salesmen, construction workers and office clerks. They are black, white, Hispanic and Indian, and their homes are scattered through Manhattan, Westchester County and the Bronx. ...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'BOMBS AND EXPLOSIVES', u'UNITED STATES FOREIGN SERVICE', u'TERRORISM']",http://www.nytimes.com/2001/02/08/nyregion/jury-questionnaire-fills-in-a-few-blanks.html,Washington; New York and Region,2001-02-08,News,4fd22d658eb7c8105d7ba6f9
WITNESS DESCRIBES BREAK WITH GROUP LED BY BIN LADEN,"Jamal Ahmed Al-Fadl testifies for second day in trial in Manhattan of four men charged with bombing two American Embassies in Africa, describing inner workings of Al-Qaeda, organization of Osmana bin Laden, alleged mastermind; most striking testimony relates to his decision in mid-1996 to cooperate with American government following break with bin Laden, who would not forgive him for skimming money from Al-Qaeda's commodity deals unless he returned the money, which he no longer had (M)",Metropolitan Desk,"[u'NAIROBI (KENYA)', u'KENYA', u'TANZANIA', u'DAR ES SALAAM (TANZANIA)']",1251,"One day in mid-1996, a Sudanese man stood in the visa line at an American embassy abroad. When a clerk asked if he wanted an application, he replied, ''No, I don't want visa, but I have some information for your government.''    He was asked to wait....",The New York Times,"[u'BOMBS AND EXPLOSIVES', u'INFORMERS', u'TERRORISM']",http://www.nytimes.com/2001/02/08/nyregion/witness-describes-break-with-group-led-by-bin-laden.html,Front Page; New York and Region,2001-02-08,News,4fd242be8eb7c8105d7dbe89
February 4-10; Bombing Trial Opens,,Week in Review Desk,[],103,The trial of four men in the 1998 bombings of two American embassies in Africa began in New York with prosecutors calling as their first witness a Sudanese man who served as a close aide to Osama bin Laden and described the inner workings of his...,The New York Times,[],http://www.nytimes.com/2001/02/11/weekinreview/february-4-10-bombing-trial-opens.html,Week in Review,2001-02-11,News,4fd22d678eb7c8105d7ba8e0
Cautious U.S. Hope on Report of Lower Afghan Opium Crop,"US agencies are receiving reports similar to those received by United Nations agencies of a sharply reduced opium crop in Taliban-controlled areas of Afghanistan; it is unclear whether reduction, if there is one, is due to turnaround by Taliban or to other factors, like severe drought (M)",Foreign Desk,[u'AFGHANISTAN'],489,A top narcotics expert in the United States Drug Enforcement Administration said this week that American agencies were receiving reports similar to those received by United Nations agencies of a sharply reduced opium crop in Taliban-controlled areas...,The New York Times,"[u'HEROIN', u'OPIUM', u'DRUG ABUSE AND TRAFFIC']",http://www.nytimes.com/2001/02/11/world/cautious-us-hope-on-report-of-lower-afghan-opium-crop.html,World,2001-02-11,News,4fd24ea48eb7c8105d7f0be5
Time-Tested Defense Expected as Terrorism Witness Returns,"Testimony given by Jamal Ahmed Al-Fadl, first witness in embassy bombings trial last week riveted courtroom; prosecutors called shadowy figure to stand who was once close aide to Osama bin Laden, man government believes was mastermind behind bombings; Al-Fadl, convicted terrorist, gave jury an insider's look at bin Laden's world, recounting his support for other jihad groups, his justification for attacks against United States and his attempt to buy uranium, possibly to make nuclear weapon (M)",Metropolitan Desk,"[u'NAIROBI (KENYA)', u'KENYA', u'TANZANIA', u'DAR ES SALAAM (TANZANIA)', u'AFGHANISTAN']",1116,"The testimony given by the first witness in the embassy bombings trial last week riveted the courtroom.    Prosecutors called a shadowy figure to the stand who was once a close aide to Osama bin Laden, the man the government believes was the...",The New York Times,"[u'URANIUM', u'UNITED STATES INTERNATIONAL RELATIONS', u'BOMBS AND EXPLOSIVES', u'UNITED STATES FOREIGN SERVICE', u'TERRORISM']",http://www.nytimes.com/2001/02/12/nyregion/time-tested-defense-expected-as-terrorism-witness-returns.html,Washington; New York and Region,2001-02-12,News,4fd20f0a8eb7c8105d78154e
NEWS SUMMARY,,Metropolitan Desk,[],1325,"INTERNATIONAL   A3-15    Fuel-Short Region in Russia Is Now Freezing in the Dark  One of the most mismanaged and corrupt of Russia's 89 regions is suffering a devastating fuel shortage for the fourth winter in a row, in a nation that boasts the...",The New York Times,[],http://www.nytimes.com/2001/02/12/nyregion/news-summary-876208.html,New York and Region,2001-02-12,Summary,4fd205148eb7c8105d76d395
Terror Exports Are the Business Of Jihad Inc.,"International group that prosecutors say is run by Osama bin Laden emerged last week in first two days of testimony at trial in American Embassy bombings in East Africa as sleek and highly organized outfit in fairly good corporate trim; portrait of Al Qaeda as modern day corporation was painted in Federal District Court, Manhattan, by Jamal Ahmed Al-Fadi, who describes himself as former paymaster for corporation; description of inner workings of bin Laden's corporation discussed (M)",Metropolitan Desk,"[u'NAIROBI (KENYA)', u'KENYA', u'TANZANIA', u'DAR ES SALAAM (TANZANIA)', u'AFGHANISTAN']",820,"When the business was just a start-up, the boss had the first office on the left as you entered the eight- or nine-room headquarters on McNimr Street in downtown Khartoum, Sudan.    When people arrived for appointments, they checked in with his...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'BOMBS AND EXPLOSIVES', u'UNITED STATES FOREIGN SERVICE', u'INFORMERS', u'TERRORISM']",http://www.nytimes.com/2001/02/13/nyregion/terror-exports-are-the-business-of-jihad-inc.html,Washington; New York and Region,2001-02-13,News,4fd20f038eb7c8105d780f87
